2 | 2 | KT2848 | ZFSG Running | 163
14666 | 15027 | CG6320 | TTSK Running | 74
14669 | 15057 | FG8127 | TTSK Running | 127
14674 | 15332 | ZO7644 | ZFSG Running | 18
14676 | 14774 | MC5678 | EHSP Running | 171
14684 | 14804 | JD7686 | EHSP Running | 422
14689 | 14780 | FO8271 | GXGP Running | 1
14689 | 15109 | KY8859 | ZUJO Running | 105
14695 | 14695 | OR3105 | GXGP Waiting | 36
14699 | 15087 | UH9080 | TTSK Running | 100
14702 | 14702 | GL3702 | SJU Waiting | 448
14704 | 15350 | WN5757 | ZFSG Running | 105
14705 | 14705 | WE1790 | WKZ Waiting | 218
14714 | 14834 | IW3933 | EHSP Running | 146
14719 | 15139 | IS9199 | ZUJO Running | 313
14723 | 14723 | VD3478 | WKZ Waiting | 427
14725 | 15742 | OT9532 | HMY Running | 170
14725 | 14781 | NL3201 | GXGP Running | 179
14729 | 15117 | YT5665 | TTSK Running | 74
14731 | 14731 | GY3990 | Finished | 0
14731 | 14811 | OR3105 | GXGP Running | 41
14732 | 14732 | JH2964 | ZFSG Waiting | 493
14738 | 15169 | ZE8449 | ZUJO Running | 18
14742 | 14782 | UN9938 | RLF Running | 45
14744 | 14864 | MC6275 | EHSP Running | 36
14745 | 14819 | DO7736 | SVT Running | 184
14749 | 15187 | CB9751 | ZUJO Running | 251
14751 | 15912 | GL4910 | HMY Running | 305
14759 | 14759 | MA7378 | GDZ Waiting | 32
14761 | 15147 | SA2206 | TTSK Running | 276
14762 | 15380 | AO7054 | ZFSG Running | 403
14774 | 14894 | ZT4883 | EHSP Running | 81
14779 | 15217 | NZ7010 | ZUJO Running | 411
14780 | 15003 | CV5811 | SVT Running | 415
14781 | 15418 | FO8271 | SVT Running | 127
14782 | 14782 | NK9290 | RLF Waiting | 149
14789 | 14827 | OE6296 | RLF Running | 442
14791 | 15804 | MA7378 | GDZ Running | 72
14791 | 15177 | IN6461 | TTSK Running | 41
14792 | 15410 | YR8562 | ZFSG Running | 42
14801 | 14801 | WV8689 | SJU Waiting | 25
14804 | 14924 | MC5678 | EHSP Running | 141
14809 | 15247 | OE1633 | ZUJO Running | 26
14811 | 14841 | NL3201 | GXGP Running | 149
14819 | 14871 | UJ6779 | GXGP Running | 461
14821 | 15207 | JU1285 | TTSK Running | 6
14822 | 15440 | AX2750 | ZFSG Running | 191
14826 | 14826 | WV8689 | SJU Running | 76
14827 | 15213 | UN9938 | TTSK Running | 375
14834 | 14954 | JD7686 | EHSP Running | 392
14839 | 15273 | MZ6561 | ZUJO Running | 127
14841 | 14901 | OR3105 | GXGP Running | 11
14851 | 15470 | BB6988 | ZFSG Running | 276
14851 | 15243 | GO6249 | TTSK Running | 270
14852 | 15500 | QS5048 | ZFSG Running | 290
14853 | 14912 | GJ3751 | GXGP Running | 73
14864 | 14984 | IW3933 | EHSP Running | 116
14865 | 14865 | BU9664 | QNV Waiting | 248
14869 | 15303 | EX4537 | ZUJO Running | 14
14871 | 14942 | NL3201 | GXGP Running | 119
14881 | 15273 | BB7414 | TTSK Running | 52
14882 | 15530 | MG3799 | ZFSG Running | 4
14893 | 15058 | IR6170 | WQN Running | 72
14894 | 15014 | MC6275 | EHSP Running | 6
14899 | 15317 | NI9878 | ZUJO Running | 46
14900 | 15347 | XX2794 | ZUJO Running | 403
14901 | 14972 | UJ6779 | GXGP Running | 431
14902 | 14902 | WV8689 | SJU Waiting | 209
14905 | 14905 | YF6504 | ADI Waiting | 197
14911 | 15303 | FI3661 | TTSK Running | 33
14912 | 15545 | OR3105 | SVT Running | 366
14912 | 15534 | LW9015 | ZFSG Running | 197
14923 | 15571 | WE1790 | WKZ Running | 95
14924 | 15020 | ZT4883 | EHSP Running | 51
14929 | 15377 | TY1447 | ZUJO Running | 140
14931 | 15269 | NK9290 | RLF Running | 95
14941 | 15333 | KR9273 | TTSK Running | 358
14942 | 15002 | GJ3751 | GXGP Running | 43
14942 | 15564 | UG8156 | ZFSG Running | 180
14952 | 15130 | IS9022 | WQN Running | 237
14954 | 15050 | MC5678 | EHSP Running | 111
14959 | 15407 | YX1903 | ZUJO Running | 124
14971 | 15363 | ZD2363 | TTSK Running | 391
14972 | 15032 | NL3201 | GXGP Running | 89
14972 | 15594 | VR2866 | ZFSG Running | 214
14984 | 15080 | JD7686 | EHSP Running | 362
14989 | 15437 | FN1074 | ZUJO Running | 25
15001 | 15393 | YK3669 | TTSK Running | 225
15002 | 15624 | KJ5649 | ZFSG Running | 50
15002 | 15062 | UJ6779 | GXGP Running | 401
15003 | 15003 | DO7736 | SVT Waiting | 470
15014 | 15014 | YL3443 | EKO Waiting | 464
15014 | 15110 | IW3933 | EHSP Running | 86
15019 | 15462 | JC4824 | ZUJO Running | 289
15020 | 15020 | MC6275 | EHSP Waiting | 170
15027 | 15027 | PO8325 | TTSK Waiting | 368
15032 | 15092 | GJ3751 | GXGP Running | 13
15032 | 15654 | VM9323 | ZFSG Running | 289
15049 | 15492 | HZ3789 | ZUJO Running | 410
15050 | 15140 | ZT4883 | EHSP Running | 21
15053 | 15161 | VL4562 | EHSP Running | 166
15057 | 15423 | CG6320 | TTSK Running | 44
15058 | 15058 | SI3252 | WQN Waiting | 444
15062 | 15684 | JA9704 | ZFSG Running | 50
15062 | 15105 | NL3201 | GXGP Running | 59
15079 | 15522 | DB9978 | ZUJO Running | 211
15080 | 15191 | MC5678 | EHSP Running | 81
15087 | 15453 | FG8127 | TTSK Running | 97
15092 | 15714 | OB7273 | ZFSG Running | 105
15092 | 15135 | UJ6779 | GXGP Running | 371
15102 | 15102 | YF6504 | ADI Running | 395
15105 | 15105 | GJ3751 | GXGP Waiting | 156
15109 | 15552 | RF2615 | ZUJO Running | 266
15110 | 15221 | JD7686 | EHSP Running | 332
15111 | 15111 | WV8689 | SJU Running | 190
15113 | 15113 | BU9664 | QNV Running | 413
15117 | 15483 | UH9080 | TTSK Running | 70
15122 | 15744 | ZA3881 | ZFSG Running | 6
15124 | 15124 | IH4945 | WKZ Waiting | 22
15130 | 15130 | IR6170 | WQN Waiting | 16
15135 | 15165 | NL3201 | GXGP Running | 29
15139 | 15582 | KY8859 | ZUJO Running | 75
15140 | 15251 | IW3933 | EHSP Running | 56
15146 | 15666 | IH4945 | WKZ Running | 78
15146 | 15367 | IR6170 | WQN Running | 445
15147 | 15513 | YT5665 | TTSK Running | 44
15149 | 15281 | DD6208 | EHSP Running | 253
15150 | 15301 | GL3702 | SJU Running | 386
15150 | 15744 | VD3478 | WKZ Running | 463
15152 | 15750 | RO8518 | ZFSG Running | 6
15161 | 15161 | ZT4883 | EHSP Waiting | 61
15165 | 15194 | UJ6779 | GXGP Running | 341
15167 | 15167 | AF7413 | GDZ Waiting | 378
15169 | 15612 | IS9199 | ZUJO Running | 283
15177 | 15543 | SA2206 | TTSK Running | 246
15182 | 15756 | ML6062 | ZFSG Running | 467
15187 | 15187 | ZE8449 | DKE Running | 210
15190 | 15311 | MC6275 | EHSP Running | 315
15191 | 15341 | VL4562 | EHSP Running | 136
15193 | 15371 | FI1343 | EHSP Running | 111
15194 | 16217 | NL3201 | HMY Running | 91
15207 | 15573 | IN6461 | TTSK Running | 11
15212 | 15786 | KT2848 | ZFSG Running | 282
15213 | 15497 | JU1285 | ADI Running | 291
15217 | 15642 | CB9751 | ZUJO Running | 221
15221 | 15401 | MC5678 | EHSP Running | 51
15222 | 15431 | ZT4883 | EHSP Running | 462
15224 | 15224 | UJ6779 | GXGP Running | 311
15225 | 15816 | JH2964 | ZFSG Running | 232
15239 | 15239 | GL6225 | HMY Waiting | 462
15242 | 15846 | DU2124 | ZFSG Running | 241
15243 | 15584 | UN9938 | TTSK Running | 345
15247 | 15672 | NZ7010 | ZUJO Running | 381
15251 | 15461 | JD7686 | EHSP Running | 302
15254 | 15254 | UJ6779 | GXGP Running | 281
15256 | 15284 | WY6979 | GXGP Running | 132
15261 | 15314 | GJ3751 | GXGP Running | 278
15269 | 15269 | OE6296 | RLF Waiting | 231
15272 | 15876 | KZ4389 | ZFSG Running | 45
15273 | 15273 | OE1633 | Finished | 0
15273 | 15614 | GO6249 | TTSK Running | 240
15278 | 15491 | UA9502 | EHSP Running | 96
15281 | 15521 | IW3933 | EHSP Running | 26
15284 | 15344 | UJ6779 | GXGP Running | 251
15298 | 15298 | QC5923 | EKO Waiting | 46
15301 | 15906 | WV8689 | ZFSG Running | 360
15302 | 15936 | TB9654 | ZFSG Running | 23
15303 | 15644 | BB7414 | TTSK Running | 22
15303 | 15702 | MZ6561 | ZUJO Running | 97
15311 | 15547 | DD6208 | EHSP Running | 223
15314 | 15374 | WY6979 | GXGP Running | 102
15317 | 15317 | EX4537 | Finished | 0
15332 | 15959 | CD8074 | ZFSG Running | 6
15333 | 15666 | FI3661 | TTSK Running | 3
15341 | 15577 | MC6275 | EHSP Running | 285
15344 | 15564 | QC5923 | EKO Running | 206
15344 | 15404 | GJ3751 | GXGP Running | 248
15347 | 15732 | NI9878 | ZUJO Running | 16
15350 | 15350 | ZO7644 | ZFSG Waiting | 486
15363 | 15669 | KR9273 | TTSK Running | 328
15364 | 15364 | NK9290 | RLF Waiting | 418
15367 | 15367 | IS9022 | WQN Waiting | 291
15371 | 15607 | VL4562 | EHSP Running | 106
15374 | 15434 | UJ6779 | GXGP Running | 221
15377 | 15748 | XX2794 | ZUJO Running | 373
15380 | 15965 | WN5757 | ZFSG Running | 75
15393 | 15699 | ZD2363 | TTSK Running | 361
15395 | 15729 | PO8325 | TTSK Running | 282
15397 | 15397 | ZE8449 | DKE Waiting | 393
15401 | 15637 | FI1343 | EHSP Running | 81
15404 | 15464 | WY6979 | GXGP Running | 72
15407 | 15778 | TY1447 | ZUJO Running | 110
15410 | 15995 | AO7054 | ZFSG Running | 373
15418 | 15418 | CV5811 | SVT Waiting | 204
15423 | 15759 | YK3669 | TTSK Running | 195
15431 | 15667 | MC5678 | EHSP Running | 21
15434 | 15494 | GJ3751 | GXGP Running | 218
15437 | 15808 | YX1903 | ZUJO Running | 94
15440 | 16025 | YR8562 | ZFSG Running | 12
15453 | 15789 | CG6320 | TTSK Running | 14
15461 | 15688 | ZT4883 | EHSP Running | 432
15462 | 15462 | FN1074 | ZUJO Waiting | 166
15464 | 15524 | UJ6779 | GXGP Running | 191
15470 | 16037 | AX2750 | ZFSG Running | 161
15473 | 15911 | DO7736 | SVT Running | 15
15478 | 15770 | YL3443 | EKO Running | 122
15483 | 15803 | FG8127 | TTSK Running | 67
15491 | 15718 | JD7686 | EHSP Running | 272
15492 | 15838 | JC4824 | ZUJO Running | 259
15494 | 15554 | WY6979 | GXGP Running | 42
15497 | 15497 | YF6504 | ADI Waiting | 222
15500 | 15500 | IY8767 | GDZ Waiting | 273
15500 | 15500 | OE6296 | RLF Running | 388
15500 | 16067 | BB6988 | ZFSG Running | 246
15502 | 15812 | SI3252 | WQN Running | 212
15513 | 15833 | UH9080 | TTSK Running | 40
15521 | 15748 | UA9502 | EHSP Running | 66
15522 | 15868 | HZ3789 | ZUJO Running | 380
15524 | 15584 | GJ3751 | GXGP Running | 188
15526 | 16097 | BU9664 | ZFSG Running | 175
15530 | 16127 | QS5048 | ZFSG Running | 260
15534 | 15534 | MG3799 | ZFSG Waiting | 402
15543 | 15863 | YT5665 | TTSK Running | 14
15545 | 15876 | AF7413 | GDZ Running | 383
15545 | 15545 | FO8271 | SVT Waiting | 326
15547 | 15547 | IW3933 | EHSP Waiting | 14
15552 | 15898 | DB9978 | ZUJO Running | 181
15554 | 15614 | UJ6779 | GXGP Running | 161
15561 | 15778 | IW3933 | EHSP Running | 414
15564 | 15564 | WO4943 | EKO Waiting | 202
15564 | 16157 | LW9015 | ZFSG Running | 167
15571 | 15571 | GO9911 | WKZ Waiting | 192
15573 | 15877 | SA2206 | TTSK Running | 216
15577 | 15808 | DD6208 | EHSP Running | 193
15582 | 15928 | RF2615 | ZUJO Running | 236
15584 | 15788 | IN6461 | ADI Running | 236
15584 | 15644 | WY6979 | GXGP Running | 12
15594 | 16187 | UG8156 | ZFSG Running | 150
15607 | 15838 | MC6275 | EHSP Running | 255
15612 | 15958 | KY8859 | ZUJO Running | 45
15614 | 15656 | GJ3751 | GXGP Running | 158
15614 | 15907 | UN9938 | TTSK Running | 315
15622 | 15926 | CV5811 | SVT Running | 43
15624 | 16217 | VR2866 | ZFSG Running | 184
15628 | 15988 | FN1074 | ZUJO Running | 104
15637 | 15868 | VL4562 | EHSP Running | 76
15642 | 16018 | IS9199 | ZUJO Running | 253
15644 | 15937 | GO6249 | TTSK Running | 210
15644 | 15686 | UJ6779 | GXGP Running | 131
15654 | 16247 | KJ5649 | ZFSG Running | 20
15656 | 15656 | WY6979 | Finished | 0
15658 | 16024 | IS9022 | WQN Running | 273
15666 | 16024 | BB7414 | ADI Running | 492
15666 | 16048 | WE1790 | ZUJO Running | 487
15667 | 15898 | FI1343 | EHSP Running | 51
15669 | 15669 | FI3661 | TTSK Waiting | 458
15672 | 16078 | CB9751 | ZUJO Running | 191
15684 | 16267 | VM9323 | ZFSG Running | 259
15686 | 15716 | GJ3751 | GXGP Running | 128
15687 | 16297 | GL3702 | ZFSG Running | 197
15688 | 15892 | MC5678 | EKO Running | 431
15699 | 15967 | KR9273 | TTSK Running | 298
15701 | 16308 | GL6225 | HMY Running | 77
15702 | 16108 | NZ7010 | ZUJO Running | 351
15714 | 16327 | JA9704 | ZFSG Running | 20
15716 | 15746 | UJ6779 | GXGP Running | 101
15718 | 15928 | ZT4883 | EHSP Running | 402
15719 | 16516 | YF6504 | ADI Running | 76
15729 | 15997 | ZD2363 | TTSK Running | 331
15732 | 16138 | MZ6561 | ZUJO Running | 67
15742 | 15742 | DT6716 | HMY Waiting | 403
15744 | 16168 | IH4945 | ZUJO Running | 136
15744 | 16347 | OB7273 | ZFSG Running | 75
15746 | 15776 | GJ3751 | GXGP Running | 98
15748 | 15748 | NI9878 | QHP Running | 246
15748 | 15958 | JD7686 | EHSP Running | 242
15750 | 15750 | ZA3881 | LCJ Running | 241
15756 | 15756 | RO8518 | SJU Running | 49
15759 | 16027 | PO8325 | TTSK Running | 252
15763 | 16207 | GO9911 | WKZ Running | 378
15766 | 16323 | WO4943 | EKO Running | 380
15770 | 15770 | QC5923 | EKO Waiting | 160
15773 | 16259 | IY8767 | GDZ Running | 144
15776 | 15806 | UJ6779 | GXGP Running | 71
15778 | 15988 | UA9502 | EHSP Running | 36
15778 | 16198 | XX2794 | ZUJO Running | 343
15782 | 15888 | NK9290 | RLF Running | 61
15786 | 16377 | ML6062 | ZFSG Running | 437
15788 | 15788 | JU1285 | ADI Waiting | 407
15789 | 16057 | YK3669 | TTSK Running | 165
15790 | 15790 | ZE8449 | DKE Running | 132
15803 | 15949 | CG6320 | RLF Running | 484
15804 | 15804 | MV1466 | GDZ Waiting | 478
15805 | 15805 | RO8518 | SJU Waiting | 52
15806 | 15836 | GJ3751 | GXGP Running | 68
15808 | 16018 | IW3933 | EHSP Running | 384
15808 | 16228 | TY1447 | ZUJO Running | 80
15812 | 16048 | IR6170 | EHSP Running | 473
15816 | 16407 | KT2848 | ZFSG Running | 252
15833 | 16087 | FG8127 | TTSK Running | 37
15836 | 16437 | ZO7644 | ZFSG Running | 126
15836 | 15866 | UJ6779 | GXGP Running | 41
15838 | 16078 | DD6208 | EHSP Running | 163
15838 | 16258 | YX1903 | ZUJO Running | 64
15846 | 16467 | JH2964 | ZFSG Running | 202
15857 | 15857 | RO8518 | SJU Running | 327
15863 | 16117 | UH9080 | TTSK Running | 10
15866 | 15896 | GJ3751 | GXGP Running | 38
15868 | 16288 | JC4824 | ZUJO Running | 229
15868 | 16108 | MC6275 | EHSP Running | 225
15871 | 15969 | FO8271 | SVT Running | 230
15876 | 15876 | MA7378 | GDZ Waiting | 125
15876 | 16497 | DU2124 | ZFSG Running | 211
15877 | 15877 | YT5665 | TTSK Waiting | 401
15888 | 16127 | OE6296 | TTSK Running | 367
15892 | 15892 | YL3443 | EKO Waiting | 462
15896 | 15926 | UJ6779 | GXGP Running | 11
15898 | 16318 | HZ3789 | ZUJO Running | 350
15898 | 16138 | VL4562 | EHSP Running | 46
15906 | 16527 | KZ4389 | ZFSG Running | 15
15907 | 16157 | SA2206 | TTSK Running | 186
15911 | 15911 | OR3105 | SVT Waiting | 421
15912 | 15912 | OT9532 | HMY Waiting | 230
15922 | 15922 | ZE8449 | DKE Waiting | 228
15926 | 15926 | DO7736 | SVT Waiting | 52
15926 | 15937 | GJ3751 | GXGP Running | 8
15928 | 16348 | DB9978 | ZUJO Running | 151
15928 | 16168 | FI1343 | EHSP Running | 21
15930 | 16703 | QC5923 | EKO Running | 194
15936 | 16542 | MG3799 | ZFSG Running | 128
15936 | 16572 | WV8689 | ZFSG Running | 330
15937 | 15937 | UJ6779 | Finished | 0
15937 | 16187 | UN9938 | TTSK Running | 285
15945 | 16199 | GJ3751 | SVT Running | 95
15949 | 16217 | NK9290 | TTSK Running | 204
15958 | 16378 | RF2615 | ZUJO Running | 206
15958 | 16189 | ZT4883 | EHSP Running | 372
15959 | 15959 | TB9654 | QNV Running | 357
15965 | 15965 | CD8074 | LUY Running | 76
15967 | 16247 | GO6249 | TTSK Running | 180
15969 | 15969 | CV5811 | SVT Waiting | 364
15978 | 16294 | DO7736 | SVT Running | 424
15988 | 16219 | JD7686 | EHSP Running | 212
15988 | 16408 | KY8859 | ZUJO Running | 15
15991 | 15991 | ZA3881 | LCJ Waiting | 372
15994 | 15994 | NI9878 | QHP Waiting | 117
15995 | 16602 | WN5757 | ZFSG Running | 45
15997 | 16277 | KR9273 | TTSK Running | 268
16001 | 16403 | MA7378 | GDZ Running | 186
16018 | 16423 | FN1074 | ZUJO Running | 74
16018 | 16249 | UA9502 | EHSP Running | 6
16024 | 16024 | IN6461 | ADI Waiting | 87
16024 | 16024 | SI3252 | WQN Waiting | 452
16025 | 16632 | AO7054 | ZFSG Running | 343
16027 | 16307 | ZD2363 | TTSK Running | 301
16037 | 16037 | YR8562 | ZFSG Waiting | 460
16041 | 16041 | CD8074 | LUY Waiting | 66
16048 | 16453 | IS9199 | ZUJO Running | 223
16048 | 16255 | IW3933 | EHSP Running | 354
16057 | 16337 | PO8325 | TTSK Running | 222
16067 | 16662 | AX2750 | ZFSG Running | 131
16078 | 16285 | IR6170 | EHSP Running | 443
16078 | 16483 | WE1790 | ZUJO Running | 457
16087 | 16367 | YK3669 | TTSK Running | 135
16097 | 16692 | BB6988 | ZFSG Running | 216
16107 | 16107 | CD8074 | LUY Running | 473
16108 | 16513 | CB9751 | ZUJO Running | 161
16108 | 16315 | DD6208 | EHSP Running | 133
16111 | 16592 | IN6461 | ADI Running | 232
16111 | 16111 | NI9878 | QHP Running | 413
16117 | 16397 | FG8127 | TTSK Running | 7
16127 | 16404 | FI3661 | TTSK Running | 241
16127 | 16127 | UH9080 | TTSK Waiting | 137
16127 | 16722 | BU9664 | ZFSG Running | 145
16138 | 16345 | MC6275 | EHSP Running | 195
16138 | 16543 | NZ7010 | ZUJO Running | 321
16142 | 16385 | OT9532 | HMY Running | 208
16145 | 16593 | DT6716 | HMY Running | 481
16150 | 16150 | ZE8449 | DKE Running | 142
16157 | 16434 | OE6296 | TTSK Running | 337
16157 | 16752 | QS5048 | ZFSG Running | 230
16168 | 16573 | MZ6561 | ZUJO Running | 37
16168 | 16375 | VL4562 | EHSP Running | 16
16184 | 16184 | RO8518 | SJU Waiting | 111
16187 | 16782 | LW9015 | ZFSG Running | 137
16187 | 16464 | SA2206 | TTSK Running | 156
16189 | 16189 | FI1343 | EHSP Waiting | 400
16195 | 16824 | JU1285 | ADI Running | 232
16198 | 16603 | IH4945 | ZUJO Running | 106
16199 | 16199 | FO8271 | SVT Waiting | 258
16207 | 16207 | VD3478 | WKZ Waiting | 394
16217 | 16217 | GL4910 | HMY Waiting | 362
16217 | 16812 | UG8156 | ZFSG Running | 120
16217 | 16494 | UN9938 | TTSK Running | 255
16219 | 16391 | ZT4883 | EHSP Running | 342
16228 | 16633 | XX2794 | ZUJO Running | 313
16247 | 16524 | NK9290 | TTSK Running | 174
16247 | 16842 | VR2866 | ZFSG Running | 154
16249 | 16421 | JD7686 | EHSP Running | 182
16255 | 16255 | UA9502 | EHSP Waiting | 43
16258 | 16663 | TY1447 | ZUJO Running | 50
16259 | 16259 | AF7413 | GDZ Waiting | 443
16264 | 16554 | UH9080 | TTSK Running | 496
16267 | 16267 | KJ5649 | ZFSG Waiting | 172
16277 | 16584 | GO6249 | TTSK Running | 150
16278 | 16614 | YT5665 | TTSK Running | 242
16282 | 16589 | MV1466 | GDZ Running | 327
16285 | 16451 | IW3933 | EHSP Running | 324
16288 | 16693 | YX1903 | ZUJO Running | 34
16292 | 16292 | ZE8449 | DKE Waiting | 485
16294 | 16294 | GJ3751 | SVT Waiting | 81
16295 | 16295 | RO8518 | SJU Running | 452
16297 | 16297 | IS9022 | WQN Waiting | 2
16297 | 16872 | VM9323 | ZFSG Running | 229
16298 | 16481 | UA9502 | EHSP Running | 429
16299 | 16299 | IS9022 | WQN Running | 225
16307 | 16644 | KR9273 | TTSK Running | 238
16308 | 16308 | NL3201 | HMY Waiting | 187
16315 | 16511 | IR6170 | EHSP Running | 413
16316 | 16316 | TB9654 | QNV Waiting | 444
16318 | 16723 | JC4824 | ZUJO Running | 199
16323 | 16323 | MC5678 | EKO Waiting | 493
16327 | 16902 | GL3702 | ZFSG Running | 167
16332 | 16718 | OR3105 | SVT Running | 269
16333 | 16987 | CV5811 | SVT Running | 391
16337 | 16674 | ZD2363 | TTSK Running | 271
16345 | 16541 | DD6208 | EHSP Running | 103
16347 | 16347 | JA9704 | ZFSG Waiting | 491
16348 | 16753 | HZ3789 | ZUJO Running | 320
16354 | 16897 | YL3443 | EKO Running | 160
16363 | 16363 | ZA3881 | LCJ Running | 12
16367 | 16704 | PO8325 | TTSK Running | 192
16375 | 17378 | GJ3751 | SVT Running | 153
16375 | 16375 | ZA3881 | LCJ Waiting | 26
16375 | 16571 | MC6275 | EHSP Running | 165
16377 | 16932 | OB7273 | ZFSG Running | 45
16378 | 16783 | DB9978 | ZUJO Running | 121
16385 | 16385 | GL6225 | HMY Waiting | 412
16391 | 16391 | VL4562 | Finished | 0
16397 | 16734 | YK3669 | TTSK Running | 105
16401 | 16401 | ZA3881 | LCJ Running | 465
16403 | 16403 | IY8767 | GDZ Waiting | 362
16404 | 17056 | FG8127 | ADI Running | 119
16407 | 16962 | ML6062 | ZFSG Running | 407
16408 | 16813 | RF2615 | ZUJO Running | 176
16421 | 16601 | ZT4883 | EHSP Running | 312
16423 | 16423 | KY8859 | Finished | 0
16433 | 16433 | CG6320 | RLF Waiting | 199
16434 | 16764 | FI3661 | TTSK Running | 211
16437 | 16992 | KT2848 | ZFSG Running | 222
16439 | 17022 | KJ5649 | ZFSG Running | 395
16451 | 16631 | JD7686 | EHSP Running | 152
16453 | 16843 | FN1074 | ZUJO Running | 44
16457 | 17531 | FO8271 | SVT Running | 452
16464 | 16794 | OE6296 | TTSK Running | 307
16467 | 17052 | ZO7644 | ZFSG Running | 96
16476 | 16524 | SI3252 | WQN Running | 164
16481 | 16661 | IW3933 | EHSP Running | 294
16483 | 16873 | IS9199 | ZUJO Running | 193
16494 | 16824 | SA2206 | TTSK Running | 126
16495 | 17074 | NL3201 | HMY Running | 345
16497 | 17082 | YR8562 | ZFSG Running | 446
16497 | 17112 | JH2964 | ZFSG Running | 172
16511 | 16691 | UA9502 | EHSP Running | 399
16513 | 16903 | WE1790 | ZUJO Running | 427
16516 | 16516 | BB7414 | ADI Waiting | 424
16524 | 16721 | IS9022 | EHSP Running | 380
16524 | 16524 | NI9878 | QHP Waiting | 402
16524 | 16854 | UN9938 | TTSK Running | 225
16527 | 17142 | DU2124 | ZFSG Running | 181
16541 | 16751 | IR6170 | EHSP Running | 383
16542 | 16542 | KZ4389 | ZFSG Waiting | 117
16543 | 16933 | CB9751 | ZUJO Running | 131
16554 | 16884 | NK9290 | TTSK Running | 144
16571 | 16781 | DD6208 | EHSP Running | 73
16572 | 17172 | MG3799 | ZFSG Running | 98
16573 | 16963 | NZ7010 | ZUJO Running | 291
16579 | 17419 | GL4910 | HMY Running | 193
16580 | 16580 | CD8074 | LUY Waiting | 202
16584 | 16914 | UH9080 | TTSK Running | 466
16585 | 16993 | GO9911 | ZUJO Running | 343
16589 | 16811 | FI1343 | EHSP Running | 278
16589 | 16589 | MA7378 | GDZ Waiting | 25
16592 | 16592 | YF6504 | ADI Waiting | 244
16593 | 16593 | OT9532 | GXGP Running | 119
16601 | 16601 | VD3478 | WKZ Running | 436
16601 | 16841 | MC6275 | EHSP Running | 135
16602 | 17202 | WV8689 | ZFSG Running | 300
16603 | 17023 | MZ6561 | ZUJO Running | 7
16614 | 16916 | MA7378 | GDZ Running | 309
16614 | 16944 | GO6249 | TTSK Running | 120
16623 | 16623 | OT9532 | GXGP Running | 89
16631 | 16871 | ZT4883 | EHSP Running | 282
