8 | 8 | WU4911 | AEYX Running | 275
15319 | 15873 | XS5253 | SKHG Running | 159
15321 | 15733 | BI8641 | HENQ Running | 317
15322 | 15726 | JU4028 | OTHL Running | 311
15331 | 15756 | NG2840 | OTHL Running | 154
15339 | 15605 | KU1575 | LIW Running | 233
15341 | 15724 | IL5709 | AEYX Running | 65
15349 | 15349 | HB1600 | KJK Running | 54
15349 | 15349 | HH5026 | VYN Running | 413
15351 | 15763 | KF5674 | HENQ Running | 87
15361 | 15361 | RP1389 | OGD Running | 422
15361 | 15786 | SI5870 | OTHL Running | 197
15369 | 15754 | PZ3265 | AEYX Running | 332
15371 | 15784 | JK5854 | AEYX Running | 312
15379 | 15903 | BE5343 | SKHG Running | 72
15381 | 15793 | JB1993 | HENQ Running | 67
15390 | 15816 | RS1536 | OTHL Running | 369
15391 | 15846 | HS5200 | OTHL Running | 118
15397 | 15397 | RY3235 | LER Waiting | 54
15399 | 15399 | IU6288 | NLC Waiting | 418
15401 | 15814 | WQ4618 | AEYX Running | 306
15403 | 15844 | HB1600 | AEYX Running | 265
15409 | 15933 | CE1485 | SKHG Running | 217
15411 | 15823 | FP4980 | HENQ Running | 264
15412 | 15414 | UC3636 | NOO Running | 321
15414 | 15853 | BW3613 | HENQ Running | 114
15414 | 15414 | GB7708 | KJK Running | 396
15420 | 15883 | DO3649 | HENQ Running | 470
15421 | 15876 | CD4515 | OTHL Running | 266
15431 | 15874 | WU4911 | AEYX Running | 240
15439 | 15963 | VG5876 | SKHG Running | 202
15441 | 15913 | EY9982 | HENQ Running | 19
15451 | 15451 | RY3235 | LER Running | 23
15451 | 15906 | JN8912 | OTHL Running | 70
15460 | 15474 | NI1688 | LER Running | 419
15461 | 15904 | YS8954 | AEYX Running | 2
15466 | 15762 | SN6660 | VYN Running | 376
15469 | 15993 | RF5128 | SKHG Running | 79
15471 | 15932 | OP8529 | HENQ Running | 9
15474 | 15474 | RY3235 | LER Waiting | 462
15481 | 15936 | HO6322 | OTHL Running | 313
15489 | 15489 | YS3084 | LZY Running | 433
15491 | 15906 | OT8008 | AEYX Running | 1
15497 | 15627 | AJ8561 | VCG Running | 28
15499 | 16023 | KJ5751 | SKHG Running | 89
15504 | 15655 | MA7428 | VCG Running | 47
15511 | 15966 | IF8167 | OTHL Running | 13
15516 | 15516 | YL8763 | GKS Waiting | 467
15519 | 15519 | XZ1011 | AEYX Waiting | 378
15519 | 15941 | XT7284 | HENQ Running | 131
15529 | 16053 | SO7413 | SKHG Running | 73
15541 | 15979 | KG1408 | OTHL Running | 304
15549 | 15907 | BK7385 | AEYX Running | 61
15549 | 15971 | JB8568 | HENQ Running | 144
15559 | 16083 | IY5923 | SKHG Running | 330
15562 | 15562 | QF5776 | HQC Running | 165
15571 | 16009 | MB3250 | OTHL Running | 38
15579 | 16001 | KI1087 | HENQ Running | 279
15579 | 15937 | YL5980 | AEYX Running | 194
15582 | 15664 | GI2602 | VGQ Running | 14
15592 | 16113 | LT8080 | SKHG Running | 44
15601 | 16039 | GN2723 | OTHL Running | 217
15605 | 16031 | HT2553 | HENQ Running | 87
15609 | 15967 | GS3982 | AEYX Running | 2
15609 | 16061 | UJ3926 | HENQ Running | 22
15613 | 15613 | WO4259 | Finished | 0
15622 | 15622 | TY7283 | NLC Waiting | 433
15622 | 16143 | ST1210 | SKHG Running | 302
15627 | 15627 | FU4748 | VCG Waiting | 482
15631 | 16069 | PH3168 | OTHL Running | 236
15634 | 15634 | WD2150 | TYV Running | 71
15643 | 16083 | CE6996 | HENQ Running | 131
15652 | 16173 | NL3630 | SKHG Running | 244
15655 | 15655 | AJ8561 | VCG Waiting | 474
15660 | 15678 | XX5071 | VGQ Running | 399
15664 | 15664 | NT3542 | VGQ Waiting | 429
15664 | 15969 | HF7943 | AEYX Running | 31
15673 | 16113 | IH3117 | HENQ Running | 246
15678 | 16099 | GI2602 | OTHL Running | 159
15682 | 16203 | QQ9383 | SKHG Running | 97
15690 | 16129 | YS2179 | OTHL Running | 162
15694 | 15999 | LK1459 | AEYX Running | 53
15696 | 15696 | PE5383 | ION Waiting | 448
15702 | 16029 | MA7428 | AEYX Running | 262
15703 | 16143 | YB4870 | HENQ Running | 60
15705 | 15705 | WD2150 | TYV Waiting | 452
15712 | 16233 | LJ8105 | SKHG Running | 194
15720 | 16159 | WT5213 | OTHL Running | 71
15724 | 16059 | OB2611 | AEYX Running | 103
15726 | 15726 | UH2381 | OTHL Waiting | 453
15727 | 15727 | QF5776 | HQC Waiting | 53
15733 | 16173 | VU8899 | HENQ Running | 304
15735 | 16203 | UC3636 | HENQ Running | 203
15742 | 16263 | AJ8361 | SKHG Running | 169
15754 | 16089 | IL5709 | AEYX Running | 35
15756 | 16189 | JU4028 | OTHL Running | 281
15762 | 15762 | HH5026 | VYN Waiting | 270
15763 | 16233 | BI8641 | HENQ Running | 287
15772 | 16293 | TX1983 | SKHG Running | 135
15780 | 15780 | QF5776 | HQC Running | 119
15783 | 15783 | RP1389 | OGD Waiting | 192
15784 | 16119 | PZ3265 | AEYX Running | 302
15786 | 16219 | NG2840 | OTHL Running | 124
15793 | 16263 | KF5674 | HENQ Running | 57
15802 | 16323 | TK6987 | SKHG Running | 1
15810 | 16149 | GB7708 | AEYX Running | 264
15814 | 16179 | JK5854 | AEYX Running | 282
15816 | 16249 | SI5870 | OTHL Running | 167
15817 | 15817 | IU6288 | NLC Running | 241
15823 | 16293 | JB1993 | HENQ Running | 37
15832 | 16324 | PP4630 | SKHG Running | 87
15838 | 16323 | KU1575 | HENQ Running | 46
15843 | 15843 | RA6977 | SKHG Waiting | 144
15844 | 16209 | WQ4618 | AEYX Running | 276
15846 | 16279 | RS1536 | OTHL Running | 339
15853 | 16353 | FP4980 | HENQ Running | 234
15873 | 16354 | XP1862 | SKHG Running | 201
15874 | 16239 | HB1600 | AEYX Running | 235
15876 | 16309 | HS5200 | OTHL Running | 88
15883 | 16383 | BW3613 | HENQ Running | 84
15893 | 15893 | NI1688 | LER Waiting | 428
15897 | 16269 | XZ1011 | AEYX Running | 305
15899 | 15899 | QF5776 | HQC Waiting | 255
15903 | 16384 | XS5253 | SKHG Running | 129
15904 | 16299 | WU4911 | AEYX Running | 210
15906 | 15906 | YS8954 | VCG Running | 338
15906 | 16339 | CD4515 | OTHL Running | 236
15907 | 16244 | OT8008 | VCG Running | 382
15913 | 16413 | DO3649 | HENQ Running | 440
15922 | 15922 | YS3084 | LZY Waiting | 297
15932 | 15932 | EY9982 | HENQ Waiting | 420
15933 | 16414 | BE5343 | SKHG Running | 42
15936 | 15936 | RY3235 | LER Running | 370
15936 | 16369 | JN8912 | OTHL Running | 40
15937 | 16329 | BK7385 | AEYX Running | 31
15941 | 15941 | OP8529 | LZY Running | 339
15963 | 16444 | CE1485 | SKHG Running | 187
15966 | 16399 | HO6322 | OTHL Running | 283
15967 | 16359 | YL5980 | AEYX Running | 164
15969 | 15969 | GS3982 | AEYX Waiting | 47
15971 | 16443 | XT7284 | HENQ Running | 101
15975 | 15975 | RP1389 | OGD Running | 143
15979 | 15979 | IF8167 | BUR Running | 344
15983 | 15983 | YL8763 | GKS Running | 490
15987 | 16474 | RA6977 | SKHG Running | 484
15993 | 16504 | VG5876 | SKHG Running | 172
15999 | 16389 | HF7943 | AEYX Running | 1
16001 | 16473 | JB8568 | HENQ Running | 114
16009 | 16429 | KG1408 | OTHL Running | 274
16016 | 16390 | GS3982 | AEYX Running | 101
16023 | 16534 | RF5128 | SKHG Running | 49
16029 | 16420 | LK1459 | AEYX Running | 23
16031 | 16503 | KI1087 | HENQ Running | 249
16032 | 16138 | HH5026 | VYN Running | 135
16039 | 16459 | MB3250 | OTHL Running | 8
16053 | 16564 | KJ5751 | SKHG Running | 59
16055 | 16058 | TY7283 | NLC Running | 392
16058 | 16058 | IU6288 | NLC Waiting | 243
16059 | 16443 | MA7428 | AEYX Running | 232
16061 | 16533 | HT2553 | HENQ Running | 57
16069 | 16467 | GN2723 | OTHL Running | 187
16077 | 16077 | XX5071 | VGQ Waiting | 190
16083 | 16083 | UJ3926 | UQL Running | 374
16083 | 16594 | SO7413 | SKHG Running | 43
16089 | 16473 | OB2611 | AEYX Running | 73
16093 | 16093 | NT3542 | VGQ Running | 329
16099 | 16497 | PH3168 | OTHL Running | 206
16109 | 16626 | FU4748 | VCG Running | 273
16113 | 16563 | CE6996 | HENQ Running | 101
16113 | 16624 | IY5923 | SKHG Running | 300
16118 | 16118 | RP1389 | OGD Waiting | 189
16119 | 16503 | IL5709 | AEYX Running | 5
16129 | 16899 | AJ8561 | VCG Running | 109
16129 | 16527 | GI2602 | OTHL Running | 129
16138 | 16138 | SN6660 | VYN Waiting | 256
16143 | 16593 | IH3117 | HENQ Running | 216
16143 | 16654 | LT8080 | SKHG Running | 14
16144 | 16144 | PE5383 | ION Running | 50
16149 | 16508 | PZ3265 | AEYX Running | 272
16154 | 16154 | QF5776 | HQC Running | 256
16157 | 16157 | WD2150 | TYV Running | 24
16159 | 16557 | YS2179 | OTHL Running | 132
16173 | 16668 | ST1210 | SKHG Running | 272
16173 | 16623 | YB4870 | HENQ Running | 30
16179 | 16587 | UH2381 | OTHL Running | 342
16179 | 16538 | GB7708 | AEYX Running | 234
16181 | 16181 | WD2150 | TYV Waiting | 200
16189 | 16617 | WT5213 | OTHL Running | 41
16194 | 16194 | PE5383 | ION Waiting | 46
16203 | 16698 | NL3630 | SKHG Running | 214
16203 | 16653 | VU8899 | HENQ Running | 274
16209 | 16568 | JK5854 | AEYX Running | 252
16219 | 16280 | YS3084 | LZY Running | 235
16219 | 16647 | JU4028 | OTHL Running | 251
16233 | 16728 | QQ9383 | SKHG Running | 67
16233 | 16683 | UC3636 | HENQ Running | 173
16239 | 16598 | WQ4618 | AEYX Running | 246
16240 | 16240 | PE5383 | ION Running | 60
16244 | 16244 | YS8954 | VCG Waiting | 41
16249 | 16677 | NG2840 | OTHL Running | 94
16263 | 16713 | BI8641 | HENQ Running | 257
16263 | 16758 | LJ8105 | SKHG Running | 164
16267 | 16422 | XX5071 | VGQ Running | 17
16269 | 16628 | HB1600 | AEYX Running | 205
16273 | 16273 | HH5026 | VYN Waiting | 371
16279 | 16707 | SI5870 | OTHL Running | 137
16280 | 16280 | OP8529 | LZY Waiting | 371
16285 | 17008 | YS8954 | VCG Running | 132
16293 | 16788 | AJ8361 | SKHG Running | 139
16293 | 16743 | KF5674 | HENQ Running | 27
16299 | 16658 | XZ1011 | AEYX Running | 275
16300 | 16300 | PE5383 | ION Waiting | 5
16301 | 16450 | IU6288 | NLC Running | 434
16305 | 16305 | PE5383 | ION Running | 488
16306 | 16688 | RY3235 | AEYX Running | 31
16307 | 16307 | RP1389 | OGD Running | 450
16309 | 16737 | RS1536 | OTHL Running | 309
16321 | 16321 | NI1688 | LER Running | 129
16323 | 16323 | IF8167 | BUR Waiting | 122
16323 | 16770 | JB1993 | HENQ Running | 7
16323 | 16818 | TX1983 | SKHG Running | 105
16324 | 16324 | TK6987 | SKHG Waiting | 72
16329 | 16718 | WU4911 | AEYX Running | 180
16339 | 16767 | HS5200 | OTHL Running | 58
16352 | 16777 | EY9982 | HENQ Running | 295
16353 | 16807 | KU1575 | HENQ Running | 16
16354 | 16848 | PP4630 | SKHG Running | 57
16359 | 16748 | BK7385 | AEYX Running | 1
16369 | 16797 | CD4515 | OTHL Running | 206
16381 | 16381 | WD2150 | TYV Running | 243
16383 | 16823 | FP4980 | HENQ Running | 204
16384 | 16878 | XP1862 | SKHG Running | 171
16389 | 16749 | YL5980 | AEYX Running | 134
16390 | 16390 | HF7943 | AEYX Waiting | 241
16394 | 16394 | SN6660 | VYN Running | 19
16396 | 16908 | TK6987 | SKHG Running | 396
16399 | 16827 | JN8912 | OTHL Running | 10
16410 | 16410 | QF5776 | HQC Waiting | 182
16413 | 16413 | SN6660 | VYN Waiting | 353
16413 | 16853 | BW3613 | HENQ Running | 54
16414 | 16938 | XS5253 | SKHG Running | 99
16420 | 16779 | GS3982 | AEYX Running | 71
16422 | 16422 | NT3542 | VGQ Waiting | 75
16429 | 16837 | HO6322 | OTHL Running | 253
16439 | 16439 | XX5071 | VGQ Waiting | 13
16443 | 16443 | LK1459 | AEYX Waiting | 369
16443 | 16883 | DO3649 | HENQ Running | 410
16444 | 16968 | BE5343 | SKHG Running | 12
16445 | 16445 | IF8167 | BUR Running | 403
16450 | 16450 | NI1688 | LER Waiting | 272
16450 | 16450 | TY7283 | NLC Waiting | 269
16452 | 16452 | XX5071 | VGQ Running | 183
16457 | 16457 | UJ3926 | UQL Waiting | 92
16459 | 16867 | KG1408 | OTHL Running | 244
16467 | 16467 | MB3250 | GAT Running | 56
16473 | 16913 | YL8763 | HENQ Running | 409
16473 | 16809 | MA7428 | AEYX Running | 202
16473 | 16943 | XT7284 | HENQ Running | 71
16474 | 16980 | CE1485 | SKHG Running | 157
16497 | 16635 | NT3542 | VGQ Running | 87
16497 | 16897 | GN2723 | OTHL Running | 157
16503 | 16973 | JB8568 | HENQ Running | 84
16503 | 16839 | OB2611 | AEYX Running | 43
16504 | 17010 | RA6977 | SKHG Running | 454
16508 | 16624 | IL5709 | TYV Running | 191
16515 | 16515 | YS3084 | LZY Waiting | 258
16523 | 16523 | MB3250 | GAT Waiting | 383
16527 | 16927 | PH3168 | OTHL Running | 176
16533 | 17003 | KI1087 | HENQ Running | 219
16534 | 17040 | VG5876 | SKHG Running | 142
16538 | 16869 | PZ3265 | AEYX Running | 242
16549 | 16549 | UJ3926 | UQL Running | 146
16557 | 16957 | GI2602 | OTHL Running | 99
16563 | 17033 | HT2553 | HENQ Running | 27
16564 | 17070 | RF5128 | SKHG Running | 19
16568 | 16899 | GB7708 | AEYX Running | 204
16587 | 16987 | YS2179 | OTHL Running | 102
16592 | 16592 | QF5776 | HQC Running | 55
16593 | 17060 | CE6996 | HENQ Running | 71
16594 | 17089 | KJ5751 | SKHG Running | 29
16598 | 16929 | JK5854 | AEYX Running | 222
16617 | 17017 | UH2381 | OTHL Running | 312
16623 | 17090 | IH3117 | HENQ Running | 186
16624 | 16624 | WD2150 | TYV Waiting | 157
16624 | 17118 | SO7413 | SKHG Running | 13
16626 | 16626 | OT8008 | VCG Waiting | 139
16628 | 16959 | WQ4618 | AEYX Running | 216
16631 | 16989 | HF7943 | AEYX Running | 228
16635 | 16635 | XX5071 | VGQ Waiting | 272
16644 | 16644 | HH5026 | VYN Running | 444
16647 | 17131 | QF5776 | SKHG Running | 232
16647 | 17047 | WT5213 | OTHL Running | 11
16651 | 16651 | OP8529 | LZY Running | 458
16653 | 16653 | YB4870 | HENQ Waiting | 55
16654 | 17161 | IY5923 | SKHG Running | 270
16658 | 17019 | HB1600 | AEYX Running | 175
16668 | 16668 | LT8080 | FXZ Running | 315
16677 | 17058 | JU4028 | OTHL Running | 221
16683 | 17120 | VU8899 | HENQ Running | 244
16688 | 17049 | XZ1011 | AEYX Running | 245
16695 | 16695 | UJ3926 | UQL Waiting | 52
16698 | 17191 | ST1210 | SKHG Running | 242
16707 | 17088 | NG2840 | OTHL Running | 64
16708 | 17150 | YB4870 | HENQ Running | 329
16713 | 17180 | UC3636 | HENQ Running | 143
16718 | 17079 | RY3235 | AEYX Running | 1
16719 | 16884 | TY7283 | NLC Running | 0
16722 | 16722 | NI1688 | LER Running | 185
16722 | 16722 | NT3542 | VGQ Waiting | 84
16728 | 17221 | NL3630 | SKHG Running | 184
16737 | 17118 | SI5870 | OTHL Running | 107
16743 | 17210 | BI8641 | HENQ Running | 227
16747 | 16747 | UJ3926 | UQL Running | 452
16748 | 17080 | WU4911 | AEYX Running | 150
16749 | 16907 | BK7385 | LER Running | 296
16757 | 17148 | RP1389 | OTHL Running | 436
16758 | 17251 | QQ9383 | SKHG Running | 37
16765 | 17140 | OT8008 | VCG Running | 196
16766 | 17088 | SN6660 | VYN Running | 304
16767 | 17178 | RS1536 | OTHL Running | 279
16770 | 16884 | KF5674 | NLC Running | 224
16773 | 17109 | YS3084 | LZY Running | 402
16777 | 17511 | JB1993 | LZY Running | 419
16779 | 17110 | YL5980 | AEYX Running | 104
16781 | 16815 | WD2150 | TYV Running | 41
16788 | 17281 | LJ8105 | SKHG Running | 134
16793 | 17240 | PE5383 | HENQ Running | 459
16797 | 17208 | HS5200 | OTHL Running | 28
16806 | 16806 | NT3542 | VGQ Running | 187
16807 | 17270 | EY9982 | HENQ Running | 265
16809 | 17140 | GS3982 | AEYX Running | 41
16812 | 17170 | LK1459 | AEYX Running | 222
16815 | 16815 | IL5709 | TYV Waiting | 322
16818 | 17311 | AJ8361 | SKHG Running | 109
16823 | 16823 | KU1575 | HENQ Waiting | 451
16827 | 17236 | CD4515 | OTHL Running | 176
16837 | 16837 | JN8912 | LWT Running | 486
16839 | 17200 | MA7428 | AEYX Running | 172
16848 | 16848 | IF8167 | BUR Waiting | 47
16848 | 17341 | TX1983 | SKHG Running | 75
16853 | 17300 | FP4980 | HENQ Running | 174
16856 | 17230 | WD2150 | AEYX Running | 411
16867 | 17266 | HO6322 | OTHL Running | 223
16869 | 17260 | OB2611 | AEYX Running | 13
16878 | 17371 | PP4630 | SKHG Running | 27
16883 | 17330 | BW3613 | HENQ Running | 24
16884 | 16884 | IU6288 | NLC Waiting | 132
16884 | 16884 | TY7283 | NLC Waiting | 8
16892 | 17108 | TY7283 | NLC Running | 136
16895 | 16895 | IF8167 | BUR Running | 338
16897 | 17296 | KG1408 | OTHL Running | 214
16899 | 17273 | FU4748 | AEYX Running | 366
16899 | 17303 | PZ3265 | AEYX Running | 212
16906 | 16906 | MB3250 | GAT Running | 317
16907 | 17333 | NI1688 | AEYX Running | 331
16907 | 16993 | XX5071 | VGQ Running | 296
16908 | 17398 | XP1862 | SKHG Running | 141
16913 | 17354 | DO3649 | HENQ Running | 380
16927 | 17326 | GN2723 | OTHL Running | 127
16929 | 17363 | GB7708 | AEYX Running | 174
16938 | 17428 | TK6987 | SKHG Running | 366
16943 | 17384 | YL8763 | HENQ Running | 379
16957 | 17356 | PH3168 | OTHL Running | 146
16959 | 17393 | JK5854 | AEYX Running | 192
16968 | 17458 | XS5253 | SKHG Running | 69
16973 | 17414 | XT7284 | HENQ Running | 41
16980 | 16980 | BE5343 | Finished | 0
16983 | 16983 | LT8080 | FXZ Waiting | 464
16987 | 17386 | GI2602 | OTHL Running | 69
16989 | 17423 | WQ4618 | AEYX Running | 186
16993 | 17416 | NT3542 | OTHL Running | 393
17003 | 17444 | JB8568 | HENQ Running | 54
17008 | 17008 | AJ8561 | VCG Waiting | 154
17010 | 17488 | CE1485 | SKHG Running | 127
17016 | 17244 | IU6288 | NLC Running | 112
17017 | 17446 | YS2179 | OTHL Running | 72
17019 | 17453 | HF7943 | AEYX Running | 198
17033 | 17474 | KI1087 | HENQ Running | 189
17040 | 17518 | RA6977 | SKHG Running | 424
17047 | 17476 | UH2381 | OTHL Running | 282
17049 | 17483 | HB1600 | AEYX Running | 145
17058 | 17323 | WT5213 | LWT Running | 310
17060 | 17060 | HT2553 | HENQ Waiting | 176
17070 | 17548 | VG5876 | SKHG Running | 112
17079 | 17513 | XZ1011 | AEYX Running | 215
17080 | 17080 | RY3235 | Finished | 0
17088 | 17088 | HH5026 | VYN Waiting | 222
17088 | 17506 | JU4028 | OTHL Running | 191
17089 | 17089 | RF5128 | SKHG Waiting | 181
17090 | 17504 | CE6996 | HENQ Running | 41
17108 | 17108 | KF5674 | NLC Waiting | 362
17109 | 17109 | OP8529 | LZY Waiting | 212
17110 | 17543 | WU4911 | AEYX Running | 120
17118 | 17118 | KJ5751 | SKHG Waiting | 273
17118 | 17536 | NG2840 | OTHL Running | 34
17120 | 17534 | IH3117 | HENQ Running | 156
17131 | 17131 | SO7413 | SKHG Waiting | 222
17137 | 17137 | IL5709 | TYV Running | 168
17140 | 17140 | YS8954 | VCG Waiting | 330
17140 | 17573 | YL5980 | AEYX Running | 74
17148 | 17566 | SI5870 | OTHL Running | 77
17150 | 17564 | VU8899 | HENQ Running | 214
17161 | 17578 | QF5776 | SKHG Running | 202
17162 | 17336 | AJ8561 | VCG Running | 276
17170 | 17603 | GS3982 | AEYX Running | 11
17178 | 17596 | RP1389 | OTHL Running | 406
17180 | 17594 | YB4870 | HENQ Running | 299
17191 | 17608 | IY5923 | SKHG Running | 240
17199 | 17199 | UJ3926 | UQL Waiting | 325
17200 | 17614 | LK1459 | AEYX Running | 192
17203 | 17203 | BK7385 | LER Waiting | 176
17208 | 17626 | RS1536 | OTHL Running | 249
17210 | 17624 | UC3636 | HENQ Running | 113
17221 | 17638 | ST1210 | SKHG Running | 212
17223 | 17223 | MB3250 | GAT Waiting | 130
17230 | 17644 | MA7428 | AEYX Running | 142
17233 | 17233 | IF8167 | BUR Waiting | 303
17236 | 17236 | HS5200 | OTHL Waiting | 434
17236 | 17654 | HT2553 | HENQ Running | 301
17240 | 17684 | BI8641 | HENQ Running | 197
17244 | 17714 | TY7283 | HENQ Running | 312
17251 | 17668 | NL3630 | SKHG Running | 154
17260 | 17674 | WD2150 | AEYX Running | 381
17266 | 17656 | CD4515 | OTHL Running | 146
17270 | 17698 | RF5128 | SKHG Running | 25
17270 | 17744 | PE5383 | HENQ Running | 429
17273 | 17273 | OB2611 | AEYX Waiting | 209
17274 | 17774 | KU1575 | HENQ Running | 82
17281 | 17723 | QQ9383 | SKHG Running | 7
17289 | 17686 | XX5071 | OTHL Running | 127
17296 | 17716 | HO6322 | OTHL Running | 193
17300 | 17804 | EY9982 | HENQ Running | 235
17303 | 17704 | FU4748 | AEYX Running | 336
17305 | 17305 | IL5709 | TYV Waiting | 77
17310 | 17392 | HH5026 | VYN Running | 445
17311 | 17730 | LJ8105 | SKHG Running | 104
17321 | 17930 | OP8529 | LZY Running | 232
17323 | 17323 | JN8912 | LWT Waiting | 211
17326 | 17746 | KG1408 | OTHL Running | 184
17330 | 17834 | FP4980 | HENQ Running | 144
17333 | 17734 | PZ3265 | AEYX Running | 182
17336 | 17336 | OT8008 | VCG Waiting | 51
17341 | 17760 | AJ8361 | SKHG Running | 79
17353 | 17353 | MB3250 | GAT Running | 222
17353 | 17790 | SO7413 | SKHG Running | 64
17354 | 17354 | BW3613 | Finished | 0
17356 | 17864 | IU6288 | HENQ Running | 59
17356 | 17776 | GN2723 | OTHL Running | 97
17363 | 17764 | NI1688 | AEYX Running | 301
17371 | 17820 | TX1983 | SKHG Running | 45
17379 | 17379 | BK7385 | LER Running | 171
17382 | 17382 | IL5709 | TYV Running | 9
17384 | 17894 | DO3649 | HENQ Running | 350
17386 | 17806 | PH3168 | OTHL Running | 116
17387 | 17612 | OT8008 | VCG Running | 154
17391 | 17391 | IL5709 | TYV Waiting | 229
17391 | 17850 | KJ5751 | SKHG Running | 402
17392 | 17880 | SN6660 | SKHG Running | 206
17393 | 17794 | GB7708 | AEYX Running | 144
17398 | 17398 | PP4630 | SKHG Waiting | 423
17414 | 17924 | YL8763 | HENQ Running | 349
17416 | 17836 | GI2602 | OTHL Running | 39
17423 | 17824 | JK5854 | AEYX Running | 162
17428 | 17910 | XP1862 | SKHG Running | 111
17444 | 17954 | XT7284 | HENQ Running | 11
17446 | 17866 | NT3542 | OTHL Running | 363
17447 | 17447 | LT8080 | FXZ Running | 32
17453 | 17854 | WQ4618 | AEYX Running | 156
17458 | 17940 | TK6987 | SKHG Running | 336
17470 | 17470 | KF5674 | NLC Running | 108
17470 | 17766 | YS8954 | VCG Running | 271
17474 | 17965 | JB8568 | HENQ Running | 24
17476 | 17896 | YS2179 | OTHL Running | 42
17479 | 17479 | LT8080 | FXZ Waiting | 492
17482 | 17884 | OB2611 | AEYX Running | 266
17483 | 17914 | HF7943 | AEYX Running | 168
17488 | 17970 | XS5253 | SKHG Running | 39
17504 | 17989 | KI1087 | HENQ Running | 159
17506 | 17926 | UH2381 | OTHL Running | 252
17511 | 17511 | YS3084 | LZY Waiting | 446
17513 | 17944 | HB1600 | AEYX Running | 115
17518 | 18000 | CE1485 | SKHG Running | 97
17524 | 17524 | UJ3926 | UQL Running | 487
